id,city,age,service,employstatus,q1a,q1im,q2a,q2im,q3a,q3im,q4a,q4im,q5a,q5im,q6a,q6im,q7a,q7im,q8a,q8im,q9a,q9im,q10a,q10im,recommend,totsatis,servicegp3,logservice,agerecode
68,5,2,.5,2,4,5,2,5,3,3,1,5,2,5,3,4,4,5,5,5,1,5,3,5,1,28,1,-.301029995663981,1
69,5,2,.5,2,4,5,3,5,4,3,3,4,4,4,4,3,1,3,5,5,4,4,4,4,1,36,1,-.301029995663981,1
70,5,4,7,1,5,5,4,5,2,4,3,4,4,4,5,4,1,4, , ,4,5,4,4,1, ,3,.845098040014257,3
71,5,4,5,2,4,4,4,4,4,3,4,4,4,4,4,4,3,4,5,5,4,4,5,5,1,41,2,.698970004336019,3
72,5,3,1,2,5,5,4,4,3,4,2,4,3,4,3,3,3,3,5,5,3,4,4,4,1,35,1,0,2
74,5, ,3,1,4,4,3,4, ,3,4,5,5,4,4,4, , ,5,5,5,4,5,5,1, ,2,.477121254719662, 
77,5,4,3,2,4,4,3,5,5,4,4,4,4,4,3,3,4,3,5,4,3,3,5,4,1,40,2,.477121254719662,3
78,5,3, ,2,4,4,3,4,3,3,2,4,2,4,2,3,2,2,4,4,2,3,3, ,1,27, , ,2
79,5,5,8,1,5,5,3,4,4,4,4,4,4,4,4,4,3,4,5,5,4,4,4,4,1,40,3,.903089986991944,4
80,5, ,1.5,2,5,5,4,5,3,3,4,5,5,5,4,5,3,3,5,5,4,5,5,5,1,42,1,.176091259055681, 
82,5,5,4,1,5,5,4,4,3,4,5,1,5,4,4,5,5,3,4,5,5,5,4,5,1,44,2,.602059991327962,4
83,5,2,1.5,2,4,4,3,5,4,3,4,5,4,5,4,4,3,5,4,3,4,4,4,4,1,38,1,.176091259055681,1
75,5, ,.5,1,5,5,4,4,4,3,4,4,4,4,3,3,4,4,5,5,5,4,4,4,1,42,1,-.301029995663981, 
76,5,2,1.5,1,4,5,4,5,3,3,5,4,5,5,4,4,2,3,4,4,5,5,5,5,1,41,1,.176091259055681,1
81,5,2,1.5,1,4,5,4,5,3,4,4,5,4,4,3,3,4,4,5,5,4,3,5,5,0,40,1,.176091259055681,1
84,5,3,3,1,5,4,4,5,4,4,5,3,4,4,4,4,4,4,4,5,5,4,3,5,1,42,2,.477121254719662,2
526,4,3,.16,2,5,5,3,5,4,4,3,4,2,3,4,4,3,3,5,5,3,4,2,3,1,34,1,-.795880017344075,2
527,4,3,4,2,4,4,4,5,3,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,1,38,2,.602059991327962,2
529,4,4,6,2,4,4,3,4,2,4,2,5,2,2,2,5,3,4,3,5,2,5,3,3,1,26,3,.778151250383644,3
534,4,4,1,2,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,1,46,1,0,3
535,4,5,10,2,3,5,2,5,2,4,1,5,2,5,1,5,2,5,3,5,3,5,1,5,1,20,3,1,4
537,4,4,4,2,5,5,4,5,2,3,4,5,3,4,4,4,4,4,5,5,3,4,2,4,1,36,2,.602059991327962,3
538,4,4,3,2,5,5,4,5,4,4,4,5,5,5,4,5,3,4,5,4,5,4,5,5,1,44,2,.477121254719662,3
539,4,4,8.5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,50,3,.929418925714293,3
540,4,2,.08,1,4,4,4,4,5,4,5,5,5,5,4,5,4,3,5,5,4,5,4,5,1,44,1,-1.09691001300806,1
541,4,3,2.5,2,5,4,3,5,4,5,2,5,2,5,3,5,3,5,4,5,3,5,3,5,1,32,2,.397940008672038,2
542,4,3,2,2,5,5,3,5,4,4,3,4,4,3,3,5,4,4,5,4,3,4,3,3,1,37,1,.301029995663981,2
543,4,3, ,2,4,4,3,5,3,4,1,3,2,4,4,4,3,3,4,4,4,4,3,4,1,31, , ,2
544,4,2, ,2,4,5,3,5,4,4,3,5,4,4,5,5,3,4,4,4,3,5,4,5,1,37, , ,1
545,4,3,1,2,4,5,4,5,5,5,1,5,3,5,4,5,1,5,3,5,3,5,1,5,0,29,1,0,2
546,4,3,1,2,5,4,4,5,3,4,3,3,1,3,4,5,2,3,3,2,2,3,3,4,1,30,1,0,2
547,4,3,4,1,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,4,5,5,5,5,1,48,2,.602059991327962,2
548,4,2,1.5,2,4,4,2,4,3,3,3,2,2,2,4,3,3,3,3,4,2,3,4,4,1,30,1,.176091259055681,1
528,4,5,8,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,48,3,.903089986991944,4
531,4,2,5,1,4,5,3,5,4,5,2,5,3,5,4,5,3,3,4,5,3,4,1,5,1,31,2,.698970004336019,1
532,4, ,1,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,50,1,0, 
533,4,4,1.5, ,5,5,2,5,3,3,3,3,4,4,4,4,2,4,3,4,4,4,2,3,1,32,1,.176091259055681,3
536,4,4,1,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,40,1,0,3
530,4,3,3,1,4,4,3,5,4,4,5,5,4,5,4,5,3,3,5,5,5,5,4,5,1,41,2,.477121254719662,2
311,3,2,3,1,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,1,34,2,.477121254719662,1
323,3,5,42,1,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,3,4,1,32,3,1.6232492903979,4
337,3,3,10, ,5,4,4,4,3,4,3,3,3,3,3,4,2,3,3,3,2,4,3,4,1,31,3,1,2
252,3, ,10,1,4,5,3,5,2,5,2,5,1,5,1,4,3,4,5,5,1,3,2,5,1,24,3,1, 
253,3,5, ,2,4,4,3,5,4,1,1,3,2,3,3,3,1,1,4,4,1,2,2,3,1,25, , ,4
254,3,3,3,1,4,3,3,5,4,3,2,3,2,3,3,3,1,1,4,3,2,3,1,4,1,26,2,.477121254719662,2
255,3,4,7,1,5,5,4,4,2,4,1,3,3,3,3,3,3,4,4,5,2,4,3,3,1,30,3,.845098040014257,3
256,3,5,20,1,5,5,4,4,3,3, , ,3,4,3,4,3,3, , ,1,3,4,5,1, ,3,1.30102999566398,4
257,3,5,7,1,5,5,4,5,4,4,1,3,2,3,3,3,4,4,4,4,1,3,2,3,1,30,3,.845098040014257,4
258,3,3,6,1,5,5,3,3,2,3,1,5,4,5,1,5,2,4,5,5,1,4,3,5,1,27,3,.778151250383644,2
259,3,5,9,1,5,4,4,4,4,2,3,4,3,3,4,4,3,2,4,4,3,4,3,4,1,36,3,.954242509439325,4
261,3,2, ,1,5,5,4,5,3,3,3,5,3,5,4,5,2,3,5,5,3,5,4,5,1,36, , ,1
262,3,4,15,1,4,5,3,5,3,4,1,5,2,4,3,5,2,5,4,4,5,4,4,5,1,31,3,1.17609125905568,3
263,3,4,21,1,5,5,4,5,3,3,4,5,4,5,3,4,4,4,4,4,5,4,5,5,1,41,3,1.32221929473392,3
265,3,4,8,1,3,4,2,4,3,4,2,3,2,3,2,3,3,2,5,4,2,2,3,4,1,27,3,.903089986991944,3
266,3, ,2,1,5,5,1,5,1,5,1,5,2,5,1,5,1,5,5,5,1,3,1,5,0,19,1,.301029995663981, 
267,3, ,13,1,3,4,2,4,2,3,1,3,2,3,2,3,2,3,3,3,1,5,3, ,0,21,3,1.11394335230684, 
268,3, ,15,1,4,4,4,5,4,3,1,4,2,4,3,4,3,3,4,4,3,4,3,4,1,31,3,1.17609125905568, 
270,3,2,8,1,4,5,4,5,2,4,3,5,4,5,3,5,3,5,4,5,2,4,4,5,1,33,3,.903089986991944,1
271,3,3,4,1,4,4,2,5,3,5,2,4,3,4,3,4,2,4,5,5,1,3,4,4,1,29,2,.602059991327962,2
272,3,4,5,1,5,5,4,5,3,4,4,4,4,5,3,4,4,5,5,4,1,4,4,5,1,37,2,.698970004336019,3
273,3,5,16,1,5,5,5,5,4,5,1,4,1,1,4,4,4,4,3,4,1,1,2,2,1,30,3,1.20411998265592,4
274,3,5,3,2,5,5,4,5,3,3,1,2,3,1,2,2,3,2,4,4,1,1,3,2,1,29,2,.477121254719662,4
275,3,5,8.5,1,5,3,5,5,2,5,1,4,3,3,2,4,3,3,4,4,4,4,5,5,1,34,3,.929418925714293,4
276,3,4,8,1,3,3,4,5,2,1,1,5,2,4,3,4,1,1,4,4,1,1,2,4,1,23,3,.903089986991944,3
277,3,5,3,1,5,5,5,5,4,5,5,5,4,4,3,4,5,4,5,5,5,5,5,4,1,46,2,.477121254719662,4
278,3,5,3,2,5,5,4,5,4,3,2,3,4,4,4,4,3,3,5,4,1,3,4,3,1,36,2,.477121254719662,4
279,3,4,3,1,4,2,2,4,3,2,2,3,3,2,1,3,3,2,3,3,3,2,4,4,1,28,2,.477121254719662,3
280,3,3,2.75,1,4,4,3,5,3,4,3,4,3,4,4,5,2,5,4,5,2,4,3,5,1,31,2,.439332693830263,2
281,3,5,8,1,5,5,4,5,5,5,4,5,3,4,5,5,3,4,4,4,4,5,3,4,1,40,3,.903089986991944,4
282,3,3,2,1,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,1,47,1,.301029995663981,2
283,3, ,5,1,4,5,4,5,4,4,1,2,3,4,3,4,3,2,5,5,1,3,3,5,1,31,2,.698970004336019, 
284,3,4,8,1,4,5,3,5,3,3,3,4,2,4,3,5,1,2,4,5,3,4,2,3,1,28,3,.903089986991944,3
285,3, , ,1,5,4,3,5,2,3,2,3,1,3,3,4,1,1,4,4,1,2,3,4,1,25, , , 
286,3,4,1,1,5,5,3,5,2,4,3,3,3,3,2,3,2,4,1,5, ,4, ,5,1, ,1,0,3
287,3, ,1,1,5,5,3,5,2,4,3,3,3,3,2,3,2,4,5,5,1,4,4,5,1,30,1,0, 
288,3,5,18,1,5,4,3,5,4,2,1,2,1,2,2,4,1,2,4,4,1,1,3,1,1,25,3,1.25527250510331,4
289,3,5,3,1,4,4,3,4,3,2,4,4,3,4,3,5,3,3,4,4,3,2,4,3,1,34,2,.477121254719662,4
290,3, ,10,1,5,4,4,4,3,3,2,3,2,3,3,3,3,3,4,3,1,2,2,3,1,29,3,1, 
291,3,4,12,1,5,5,3,5,3,4,1,5,2,5,3,5,3,3,5,5,1,3,5,5,1,31,3,1.07918124604762,3
292,3,3,.75,2,5,5, ,5,4,5,2,5,3,3,4,5,3,3,5,5,3,4,3,4,1, ,1,-.1249387366083,2
293,3,4,16,1,5,5,3,5,3,4,3,5,4,4,3,4, , ,4,5,5,4,3,4,1, ,3,1.20411998265592,3
294,3, ,6,1,4,4,4,4,3,3,1,4,2,3,4,4,3,3,3,4,1,3,3,4,1,28,3,.778151250383644, 
295,3,3,7,1,5,5,3,5,4,3,3,4,4,4,3,4,2,4,5,5,1,4,5,5,1,35,3,.845098040014257,2
296,3,2,.75,2,4,5,5,5,2,3,1,3,1,2,3,2,2,2,4,5,1,2,5,5,1,28,1,-.1249387366083,1
298,3,4,3,1,5,4,5,5,4,2,1,3,3,3,1,4,2,5,4,4,1,1,3,3,1,29,2,.477121254719662,3
299,3,3,1,1,4,5,3,5,2,5,1,4,4,5,1,5,2,5,5,4,2,5,3,4,1,27,1,0,2
300,3, ,6,1,4,4,3,4,2,4,2,5,2,4,3,4,3,2,3,5,2,3,4,4,1,28,3,.778151250383644, 
301,3,3,5,1,5,5,5,5,3,2,1,1,2,2,5,4,1,5,5,5,1,1,5,3,1,33,2,.698970004336019,2
302,3,5,4,1,5,4,4,5,3,3,2,4,4,4,5,5,4,2,4,5,1,3,4,4,1,36,2,.602059991327962,4
303,3, ,7,1,5,4,3,5,4,4,3,4,3,4,4,4,4,4,5,5,3,3,3,3,1,37,3,.845098040014257, 
304,3,4,7,1,4,4,3,4,4,3,2,4,4,4,3,4,3,3,4,4,4,4,4,4,1,35,3,.845098040014257,3
305,3,5,30,1,5,4,4,4,2,3,1,4,1,4,2,3,2,3,4,4,3,3,2,4,1,26,3,1.47712125471966,4
306,3,4,3,1,5,5,4,4,4,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,1,46,2,.477121254719662,3
307,3,4,14,1,4,4,4,5,3,5,1,5,1,5,2,5,3,4,3,5,1,5,3,5,1,25,3,1.14612803567824,3
308,3, ,14,1,5,5,4,4,4,4,5,5,4,3,5,5,5,5,4,5,4,4,5,5,1,45,3,1.14612803567824, 
309,3,4, ,2,4,5,3,5,3,4,3,3,3,3,3,4,3,4,3,4,3,4,3,3,1,31, , ,3
310,3,4,13,1,4,5,3,5,4,4,3,4,4,5,4,4,3,3,4,5,1,4,3,4,1,33,3,1.11394335230684,3
312,3,5,4,1,5,4,4,4,4,4,3,3,3,2,3,3,3,3,5,5,4,4,3,4,1,37,2,.602059991327962,4
320,3,3,7,2,4,4,3,5,2,4,2,4,2,4,2,4,1,4,3,4,1,4,2,4,0,22,3,.845098040014257,2
333,3,4,9,2,5,5,4,5,4,5,2,5,4,5,3,5,1,5,3,5,4,5,5,5,0,35,3,.954242509439325,3
334,3,3,2,2,4,4,4,4,3,2,3,3,3,3,3,3,2,3,4,4,4,4,3,4,1,33,1,.301029995663981,2
335,3,5,7.5,1,4,5,3,5,3,4,3,4,5,5,3,5,2,5,4,5,4,5,5,5,1,36,3,.8750612633917,4
336,3, ,8,2,5,5,3,5,2,5,1,5,2,5,3,5,1,5,4,4,1,3,2,4,1,24,3,.903089986991944, 
338,3,4,4,2,4,4,4,5,4,3,2,3,2,3,3,3,1,4,5,5,1,3,3,4,1,29,2,.602059991327962,3
339,3, ,1,2,3,4,4,4,2,4,2,4,1,4,2,3,1,4,4,4,1,3,2,4,1,22,1,0, 
340,3,5, ,2,4,4,3,5,3,4,3,4,3,4,3,4,2,4,3,4,3,3,1,5,1,28, , ,4
341,3, ,7,2,4,5,4,5,3,4,2,3,2,3,2,4,2,3,3,2,2,3,3,3,1,27,3,.845098040014257, 
342,3, ,3,2,5,5,4,5,4,3,1,4,3,4,2,4,1,4,5,5,1,3,4,3,1,30,2,.477121254719662, 
343,3,3,3,2,3, ,4, ,3, ,3, ,3, ,3, ,3, ,4, ,2, ,3, ,1,31,2,.477121254719662,2
344,3,3,3,2,4,5,3,5,3,4,2,4,4,4,3,4,4,5,4,4,4,4,3,4,1,34,2,.477121254719662,2
345,3, , , ,5,5,1,5,4,2,1,3,5,4,3,4,1,5,5,5,1,3,5,5,1,31, , , 
346,3,3,8,2,5,5,4,5,3,3,1,4,3,4,3,4, ,4,4,5,3,3,3,4,1, ,3,.903089986991944,2
347,3, ,6,1,4,4,3,4,3,3,2,5,3,5,3,4,2,3,4,4,2,4,4,4,1,30,3,.778151250383644, 
348,3,4,4,2,4,5,3,5,3,2,1,3,2,3,3,4,1,4,5,5,3,3,4,4,1,29,2,.602059991327962,3
349,3,5,5,1,5,5,4,4,2,3,3,3,2,4,3,3,2,3,3,4,1,1,4,4,1,29,2,.698970004336019,4
350,3,4,3,1,5,3,3,5,4,3,4,2,5,2,3,4,1,3,5,5,3,1,3,4,1,36,2,.477121254719662,3
351,3,5,15,1,5,5,4,5,3,3,2,2,3,2,3,2,4,3,4,4,3,3,4,3,1,35,3,1.17609125905568,4
352,3,4,22,1,5,5,3,4,2,3,1,4,3,4,3,3,2,5,4,5,3,4,3,4,1,29,3,1.34242268082221,3
354,3,4,10,1,5,5,4,5,3,3,4,5,5,5,4,5,4,5,5,5,1,1,5,5,1,40,3,1,3
355,3,5, ,1,5,4,4,4,1,4,1,2,1,2,3,3,1,3,4,5,1,3,3,3,1,24, , ,4
358,3,3,13,1,4,4,4,4,4,4,1,2,3,3,3,3,3,3,3,3,1,1,3,3,1,29,3,1.11394335230684,2
359,3,5,3,1,4,5, ,5,2,4,1,5,2,5,3,5,2,5,3,5,2,5,2,4,0, ,2,.477121254719662,4
360,3,5,3,1,4,4,3,4,3,2,4,4,4,4,5,4,2,3,5,4,3,3,4,5,1,37,2,.477121254719662,4
361,3,3,3,1,4,4,5,4,2,3,2,3,4,4,2,3,2,4,4,5,1,5,4,5,1,30,2,.477121254719662,2
362,3,4,18,1,4,4,3,5,3,3,3,2,3,3,3,4,2,2,3,4,2,2,3,2,1,29,3,1.25527250510331,3
363,3,1,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,3,1.63346845557959,1
364,3,5, ,1,4,4,4,4,3,3,3,3,3,3,4,3,3,2,4,4,1,2,3,3,1,32, , ,4
365,3, ,3,1,5,5,4,5,4,2,2,4,4,4,3,4,3,5,4,4,3,2,4,4,1,36,2,.477121254719662, 
366,3,5,7,1,3,5,2,5,2,3,3,3,3,3,2,3,2,3,5,5,1,3,3,5,1,26,3,.845098040014257,4
367,3,3,7,1,5,5,3,5,2,4,1,3,3,3,2,4,2,3,4,4,3,3,3,4,1,28,3,.845098040014257,2
368,3,4,8,1,5,4,4,5,3,2,1,3,2,3,2,4,2,3,4,4,1,2,3,4,1,27,3,.903089986991944,3
369,3, ,7,1,5,5,4,5, ,3,4,4,3,4,4,4,2,4,4,5,3,5,3,5,1, ,3,.845098040014257, 
370,3,3,4,1,4,5,3,4,4,3,3,2,2,3,3,3,2,2,3,4,3,4,3,4,1,30,2,.602059991327962,2
371,3,3,12,1,5,5,3,5,4,2,1,5,1,5,2,5,1,1,4,3,1,5,1,5,1,23,3,1.07918124604762,2
372,3,5,8,1,5,5,5,5,3,5,5,5,5,5,3,5,4,4,4,5,5,5,5,3,1,44,3,.903089986991944,4
427,3,4,10,1,5,3,3,4,4,5,3,4,5,5,4,5,2,5,4,5,1,2,1,5,1,32,3,1,3
428,3,5,12,1,5,5,3,5,2,4,1,5,1,5,2,5,1,5,5,5,1,5,2,5,1,23,3,1.07918124604762,4
250,3,4, ,1,4,3,2,4,3,3,1,3,3,4,3,4,2,3,4,4,3,4,2,4,1,27, , ,3
251,3, ,3.5,1,4,5,3,5,4,3,4,5,2,5,3,5,1,4,4,4,1,3,2,3,1,28,2,.544068044350276, 
260,3, ,.5,1,5,5,4,5,3,3,4,5,2,5,3,5,2,4,4,5,3,5,3,5,1,33,1,-.301029995663981, 
264,3, ,16,1,5,5,4,5,4,5,5,4,5,5,4,5,4,5,5,5,5,5,4,5,1,45,3,1.20411998265592, 
269,3,3,5,1,4,5,3,4,4,3,3,4,4,4,4,4,4,3,5,4,1,4,4,5,1,36,2,.698970004336019,2
297,3,5,34,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,50,3,1.53147891704226,4
313,3,5,15,1,4,4,3,3,2,2,5,4,4,4,4,3, , ,4,4,5,5,3,3,1, ,3,1.17609125905568,4
314,3, ,24,1,5,5,4,5,3,3,2,3,4,4,3,3,3,4,4,5,4,5,3,4,1,35,3,1.38021124171161, 
315,3,4, ,1,4,5,5,5,5,5,4,4,5,5,5,4,5,5,4,4,5,5,5,4,1,47, , ,3
316,3,4,9,1,4,4,3,5,3,4,4,4,4,4,3,3,3,3,2,3,4,4,2,4,1,32,3,.954242509439325,3
317,3,2,1,1,4,4,5,4,4,5,4,4,4, ,4,4,4, ,4,4,5,5,5,5,1,43,1,0,1
318,3, , ,1,5,5,3,5,4,5,4,5,5,5,1,5, , ,1,5,5,5,5,5,1, , , , 
319,3,5,6,1,5,5,4,5,4,5,3,4,5,5,3,3,3,4,4,5,4,5,4,5,1,39,3,.778151250383644,4
321,3,5, ,1,5,5,5,5,3,5,4,5,4,5,4,5,3,4,4,4,4,5,5,4,1,41, , ,4
322,3,4,23,1,5,5,4,5,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,1,38,3,1.36172783601759,3
324,3,3,4,1,4,3,1,5,4,4,5,5,5,5,5,4,4,5,3,4,5,4,5,5,1,41,2,.602059991327962,2
325,3,2,1,1,5,5,5,4,4,5,3,4,4,5,3,4,4,3,3,4,5,4,3,4,1,39,1,0,1
326,3, ,10,1,4,4,3,5,4,4,1,5,4,4,3,5,3,5,5,5,5,5,1,4,1,33,3,1, 
327,3,2,7,1,4,5,3,5,2,5,4,5,3,4,3,5,4,5,2,5,5,5,3,5,1,33,3,.845098040014257,1
329,3,2,3,1,5,5,5,5,5,5,4,5,5,5,5,5,1,2,2,5,4,4,3,4,0,39,2,.477121254719662,1
330,3,3,4,1,5,5,3,5,2,5,3,5,4,5,4,5,5,5,4,4,2,5,3,5,1,35,2,.602059991327962,2
331,3, , ,1,5,4,5,5,3,3,3,5,4,5,5,5,4,4,3,3,5,5,5,5,1,42, , , 
332,3, ,1.5,1, , ,3,5,4, ,2,3,3,5,3,4,3,3,3,5,4,4,4,4,1, ,1,.176091259055681, 
353,3,5,16,1,5,5,3,5,3,4,1,4,1,5,3,4,5,4,5,5,1,4,1,4,1,28,3,1.20411998265592,4
356,3,4, ,1,4,5,3,5,4,5,2,5,2,5,3,4,3,4,3,4,2,4,4,4,1,30, , ,3
357,3,4,5,1,5,5,5,5,4,5,1,3,5,4,2,3,4,4,4,4,1,3,3,4,1,34,2,.698970004336019,3
328,3,2,.75,1,4,5,4,5,4,5,2,5,2,5,4,4,5,4,4,5,2,5,4,5,1,35,1,-.1249387366083,1
92,2,4,3,2,3,3,4,4,3,2,3,4,3,4,2,3,3,4,4,3,4,5,3,5,0,32,2,.477121254719662,3
108,2, ,3,2,4,4,3,4,4,3,3,3,4,4,3,4,3,4,5,5,3,4,4,4,1,36,2,.477121254719662, 
121,2, ,2,1,5,5,2,5,2,5,3,5,3,5,2,4,2,4,4,5,4,5,4,5,0,31,1,.301029995663981, 
85,2,3,.5,2,3,4,2,5,3,4,3,5,3,5,4,5,3,5,3,4,4,4,4,4,0,32,1,-.301029995663981,2
87,2,4,4,2,3,5,4,5,3,5,3,4,3,5,3,5,3,5,5,5,4,5,4,5,0,35,2,.602059991327962,3
96,2,4,4,2,4,4,2,4,4,4,5,3,5,4,4,3,3,3,5,5,1,4,4,4,1,37,2,.602059991327962,3
97,2, , ,2,4,4,3,4,4,3,2,4,1,3,2,3,2,3,4,4,3,3,3,3,1,28, , , 
98,2, ,2.5,2,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,1,40,2,.397940008672038, 
99,2,2,.5,2,5,5,3,5,2,3,2,5,3,5,4,4,3,4,5,5,4,5,3,5,1,34,1,-.301029995663981,1
100,2,3,1,2,4,5,3,5,4,4,4,4,4,4,4,4,3,5,4,4,3,5,3,4,1,36,1,0,2
102,2, ,18,2,5,4,3,5,4,4,1,4,4,4,3,3,3,4,5,4,5,3,1,3,1,34,3,1.25527250510331, 
103,2,5,5,2,4,4,4,5,4,3,3,3,4,4,4,4,3,3,4,4,4,4,3,4,1,37,2,.698970004336019,4
107,2, ,10,1,3,5,4,5,4,5,4,5,1,5,2,5,2,2,4,5,4,5,4,5,0,32,3,1, 
111,2,5,18,2,4,4,4,5,4,4,3,4,3,4,2,4,3,4,5,5,3,4,3,4,1,34,3,1.25527250510331,4
115,2,3,1,1,4,4,3,5,4,4,3,4,3,4,3,3,4,4,4,4,5,4,3,4,1,36,1,0,2
122,2,4,16,1,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,48,3,1.20411998265592,3
126,2, ,15,2,3,5,3,4,2,3,1,3,2,2,2,4,1,4,4,4,3,3,3,3,0,24,3,1.17609125905568, 
127,2,4,10,2,5,5,4,5,5,5,2,4,3,4,5,5,5,5,5,5,3,4,4,5,1,41,3,1,3
128,2, ,2,2,4,4,2,4,3,3,5,4,5,4,3,4,2,4,4,4,5,5,4,5,0,37,1,.301029995663981, 
129,2,3,16,2,4,5,4,5,4,5,4,4,5,5,5,5,4,5,5,5,5,5,4,5,1,44,3,1.20411998265592,2
130,2,4,5,1,4,5,3,5,4,4,2,4,2,4,3,4,3,4,5,5,5,5,4,5,1,35,2,.698970004336019,3
132,2,4,.5,2,3,5,2,5,4,5,2,4,2,4,3,3,3,4,4,4,3,5,4,5,1,30,1,-.301029995663981,3
133,2,5,16,1,5,5,5,5,4,4,4,5,4,4,4,4,4,4,5,5,5,5,5,5,1,45,3,1.20411998265592,4
134,2,5, ,1,3,5,3,5,3,5,2,5,1,5,1,5,1,3,3,4,1,4,1,4,1,19, , ,4
135,2,4,7,1,5,5,4,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,1,46,3,.845098040014257,3
136,2,4,8,1,4,4,4,4,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,1,36,3,.903089986991944,3
137,2,4,3,2,4,5,2,5,3,3,1,5,3,5,3,4,3,4,5,5,4,5,3,5,1,31,2,.477121254719662,3
138,2,4,2,2,3,5,3,5,3,5,3,4,4,4,2,4,2,3,4,4,4,4,4,4,1,32,1,.301029995663981,3
216,2, ,6,2,5,5,4,5,3,3,3,3,3,3,4,4,2,4,5,4,3,3,3,3,1,35,3,.778151250383644, 
217,2,3,.5,2,5,5,5,5,4,2,4,4,4,3,4,3,4,3,4,4,4,4,4,4,1,42,1,-.301029995663981,2
218,2, ,3,2,5,5,3,5,4,2,3,5,3,3,3,5,3,3,5,4,4,2,4,5,1,37,2,.477121254719662, 
219,2,2,1,2,5,5,5,5,5,5,5,5,5,5,4,4,3,3,5,5,5,5,5,5,1,47,1,0,1
220,2,2,1,2,4,5,4,5,4,4,3,5,4,4,3,5, , ,5,5,3,4,4,4,1, ,1,0,1
221,2,2,.5,2,4,5,4,5,3,4,2,5,3,5,4,4,5,4,4,4,3,4,3,5,1,35,1,-.301029995663981,1
222,2,2,1,2,4,5,4,5,3,3,4,5,4,5,4,5,3,4,4,4,4,5,5,5,1,39,1,0,1
223,2,4,3,2,4,4,4,5,3,3,5,5,5,5,4,3,4,5,5,5,4,4,4,5,1,42,2,.477121254719662,3
224,2,3,2,1,4,4,4,4,3,2,3,3,4,3,3,3,3,3,4,4,3,3,4,3,1,35,1,.301029995663981,2
225,2,3,.5,2,5,4,4,5,5,4,4,5,4,5,4,5,4,4,4,4,3,5,4,5,1,41,1,-.301029995663981,2
226,2,3,.92,1,5,5,4,4,4,3,4,4,5,4,4,3,3,3,4,4,5,4,4,5,1,42,1,-.0362121726544447,2
227,2,4,2,2,5,5,5,5,4,3,5,3,5,3,5,4,4,4,5,5,4,3,5,4,1,47,1,.301029995663981,3
228,2,2,.5,2,5,5,5,5,5,3,4,5,3,4,4,5,4,3,4,4,4,5,4,4,1,42,1,-.301029995663981,1
229,2,3,1,2,5,4,4,4,4,3,4,2,4,3,4,3,3,2,4,4,4,3,4,3,1,40,1,0,2
230,2,3,3,2,5,4,4,3,4,3,3,3,3,4,4,4,3,3,4,4,2,3,3,3,1,35,2,.477121254719662,2
231,2,2,6,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,39,3,.778151250383644,1
232,2,2,1.5,2,5,5,4,5,4,5,2,5,3,5,4,5,4,5,4,5,3,5,5,5,1,38,1,.176091259055681,1
233,2,2,1,2,4,5,3,5,4,1,5,5,5,5,4,5,1,1,5,5,4,5,2,5,1,37,1,0,1
234,2,2,2,1,5,4,3,4,4,4,4,4,5,5,4,4,3,4,4,5,4,3,3,5,1,39,1,.301029995663981,1
235,2,4,1.5,1,4,5,3,5,4,4,4,3,3,4,4,5,5,5,4,5,4,2,1,5,1,36,1,.176091259055681,3
236,2,2, ,2,4,5, ,5,3,3,5,5,3,5,4,4,3,3,5,4,4,5,5,5,1, , , ,1
237,2,5, ,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,50, , ,4
239,2,3,.08,2,4,4,5,5,4,3,1,5,2,5, ,4, ,1,4,4,1,5, , ,1, ,1,-1.09691001300806,2
88,2,5,15,1,5,5,4,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,41,3,1.17609125905568,4
